Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
Male,40,Yes,3,1,59,Offer B,Yes,46.1,Yes,Yes,Fiber Optic,57,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.1,6555.2,0,0,2719.9,9275.1
Female,53,No,0,0,64,Offer B,Yes,4.03,Yes,No,,,,,,,,,,,One Year,No,Mailed Check,24.7,1642.75,0,0,257.92,1900.67
Male,46,No,0,0,3,Offer E,Yes,14.28,Yes,Yes,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,264.8,0,0,42.84,307.64
Female,69,Yes,0,5,22,Offer D,Yes,15.27,Yes,No,,,,,,,,,,,One Year,No,Bank Withdrawal,25.6,548.8,0,0,335.94,884.74
Male,31,No,1,0,70,None,Yes,26.62,Yes,Yes,Cable,19,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,64.95,4551.5,20.87,0,1863.4,6394.03
Male,50,No,0,0,43,None,Yes,41.22,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,94.35,3921.3,0,0,1772.46,5693.76
Female,54,No,0,0,5,Offer E,Yes,37.1,Yes,Yes,Cable,2,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,50.6,249.95,0,20,185.5,455.45
Male,41,No,0,0,1,Offer E,Yes,5.43,Yes,Yes,Fiber Optic,18,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.6,86.6,0,0,5.43,92.03
Female,21,No,0,0,1,None,Yes,5.1,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.55,19.55,0,0,5.1,24.65
Male,77,Yes,1,1,72,Offer A,Yes,30.78,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,115.75,8399.15,0,110,2216.16,10725.31
Female,45,No,2,0,18,Offer D,Yes,30.22,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.3,454.65,0,0,543.96,998.61
Male,59,Yes,3,4,38,None,Yes,31.45,No,Yes,DSL,76,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,74.05,2802.3,0,0,1195.1,3997.4
Female,53,Yes,0,2,49,None,Yes,49.63,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,4783.5,0,0,2431.87,7215.37
Female,57,Yes,2,2,2,None,Yes,35.42,No,No,,,,,,,,,,,One Year,No,Credit Card,20.3,31.9,0,0,70.84,102.74
Male,55,Yes,3,8,12,Offer D,Yes,44.12,Yes,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,25.4,313,0,0,529.44,842.44
Female,33,No,0,0,15,None,Yes,9.71,Yes,Yes,DSL,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.1,679.55,0,0,145.65,825.2
Male,29,No,0,0,3,None,Yes,27.34,No,Yes,Fiber Optic,71,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.6,232.5,0,10,82.02,324.52
Female,64,Yes,0,10,71,None,Yes,4.71,No,Yes,DSL,29,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,-10,4492.9,0,0,334.41,4827.31
Female,27,No,0,0,1,None,Yes,45.86,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.7,20.7,0,0,45.86,66.56
Female,75,Yes,0,1,34,None,Yes,2.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,3217.55,0,0,97.92,3315.47
Female,56,Yes,0,1,6,None,Yes,23.35,Yes,Yes,Fiber Optic,8,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,512.25,0,0,140.1,652.35
Male,80,Yes,0,2,51,Offer B,Yes,43.58,Yes,Yes,Cable,22,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,4146.05,0,0,2222.58,6368.63
Female,79,No,0,0,26,None,Yes,12.09,Yes,Yes,DSL,15,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,66.05,1652.4,47.73,0,314.34,1919.01
Female,40,No,0,0,49,Offer B,Yes,35.87,Yes,Yes,DSL,30,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.75,2934.3,0,0,1757.63,4691.93
Male,51,Yes,0,2,24,Offer C,Yes,3,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.65,2542.45,0,0,72,2614.45
Male,62,No,0,0,69,None,No,,,Yes,Cable,18,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.05,4176.7,41.21,0,0,4135.49
Male,48,No,3,0,56,Offer B,Yes,22.47,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,24.8,1424.2,0,0,1258.32,2682.52
Male,38,No,0,0,44,Offer B,No,,,Yes,Cable,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,53.95,2375.4,0,0,0,2375.4
Male,32,Yes,0,8,47,Offer B,Yes,39.52,Yes,Yes,Fiber Optic,30,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,78.9,3650.35,0,0,1857.44,5507.79
Female,79,Yes,0,6,72,Offer A,Yes,14.75,Yes,Yes,Fiber Optic,16,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,116.75,8277.05,0,0,1062,9339.05
Female,35,No,0,0,18,Offer D,Yes,34.12,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,1221.65,0,0,614.16,1835.81
Male,39,Yes,0,10,51,Offer B,Yes,9.99,Yes,Yes,DSL,5,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.2,3901.25,0,0,509.49,4410.74
Male,71,Yes,0,1,66,None,Yes,30.03,Yes,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,79.4,5154.6,0,150,1981.98,7286.58
Female,26,No,2,0,46,None,Yes,17.51,No,Yes,Fiber Optic,85,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4391.25,0,0,805.46,5196.71
Male,40,No,0,0,9,Offer E,Yes,48.61,No,No,,,,,,,,,,,One Year,Yes,Mailed Check,20.15,163.7,0,0,437.49,601.19
Male,52,No,0,0,69,Offer A,Yes,20.44,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.7,7220.35,0,0,1410.36,8630.71
Male,68,Yes,0,1,47,None,Yes,8.97,Yes,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.05,4871.05,0,0,421.59,5292.64
Female,34,No,3,0,12,None,Yes,25.34,Yes,Yes,Fiber Optic,56,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.95,927.35,0,80,304.08,1311.43
Female,26,Yes,3,9,72,None,Yes,11.85,Yes,Yes,Fiber Optic,59,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,95.9,6954.15,0,0,853.2,7807.35
Male,39,No,0,0,4,None,Yes,28.89,No,Yes,DSL,3,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,299.7,0,0,115.56,415.26
Female,25,Yes,0,1,2,None,Yes,28.86,No,Yes,Fiber Optic,26,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.7,165,0,0,57.72,222.72
Male,65,No,0,0,1,Offer E,Yes,28.46,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,71.65,0,0,28.46,100.11
Male,37,Yes,0,1,42,Offer B,No,,,Yes,DSL,7,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,40.15,1626.05,0,0,0,1626.05
Male,20,Yes,2,1,69,Offer A,Yes,49.16,Yes,Yes,DSL,48,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,81.95,5601.4,0,0,3392.04,8993.44
Male,47,No,0,0,14,Offer D,No,,,Yes,DSL,4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55,771.95,0,0,0,771.95
Female,43,Yes,0,6,66,Offer A,Yes,11.72,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,90.55,6130.95,0,0,773.52,6904.47
Male,59,Yes,2,4,57,Offer B,Yes,49.95,Yes,Yes,Fiber Optic,22,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.3,4018.35,0,70,2847.15,6935.5
Female,71,No,0,0,14,None,No,,,Yes,Cable,5,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,46.35,672.7,0,0,0,672.7
Male,27,No,0,0,4,Offer E,No,,,Yes,DSL,48,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,29.65,118.5,0,0,0,118.5
Female,68,No,0,0,60,None,Yes,34.39,Yes,Yes,Fiber Optic,17,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,106,6441.4,0,110,2063.4,8614.8
Female,30,No,3,0,16,Offer D,Yes,27.23,Yes,Yes,Fiber Optic,69,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,79.5,1264.2,0,0,435.68,1699.88
Female,47,No,0,0,2,Offer E,Yes,21.3,Yes,Yes,DSL,7,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,54.15,101.65,0,10,42.6,154.25
Female,68,No,0,0,64,None,Yes,27.7,Yes,Yes,DSL,21,No,Yes,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,74.65,4869.35,47.04,0,1772.8,6595.11
Female,25,Yes,2,4,71,Offer A,Yes,32.16,Yes,Yes,Fiber Optic,59,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100.45,7159.7,16.12,0,2283.36,9426.94
Female,37,No,0,0,3,None,Yes,34.89,No,Yes,Cable,13,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,44.75,148.05,0,10,104.67,262.72
Female,38,Yes,0,1,72,Offer A,Yes,5.25,Yes,Yes,DSL,28,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.4,6096.45,0,0,378,6474.45
Female,54,No,0,0,26,Offer C,Yes,25.4,Yes,Yes,DSL,10,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.5,1800.05,0,0,660.4,2460.45
Male,27,Yes,0,1,1,None,No,,,Yes,DSL,58,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.2,30.2,0,0,0,30.2
Male,42,No,0,0,52,None,Yes,47.9,No,Yes,DSL,3,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,53.75,2790.65,43.12,0,2490.8,5238.33
Male,33,No,0,0,72,Offer A,Yes,2.56,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,113.4,8164.1,0,0,184.32,8348.42
Female,23,Yes,2,7,36,None,Yes,40.54,Yes,Yes,Cable,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.9,3379.25,0,0,1459.44,4838.69
Female,50,Yes,0,3,46,Offer B,No,,,Yes,DSL,30,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.55,2062.15,0,0,0,2062.15
Male,48,No,0,0,51,None,Yes,36.59,No,Yes,DSL,20,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,47.85,2356.75,18.39,0,1866.09,4204.45
Male,52,No,0,0,4,None,No,,,Yes,Cable,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.5,118.4,0,0,0,118.4
Male,27,No,0,0,3,None,Yes,34.49,Yes,Yes,Fiber Optic,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,75,209.1,0,0,103.47,312.57
Female,42,No,0,0,56,Offer B,Yes,2.5,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.45,5916.95,0,0,140,6056.95
Female,75,No,0,0,16,None,Yes,36.83,No,Yes,DSL,16,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.4,1023.9,0,0,589.28,1613.18
Male,30,Yes,0,7,44,None,Yes,23.75,No,Yes,Fiber Optic,53,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.65,3974.15,0,0,1045,5019.15
Male,35,No,0,0,29,Offer C,Yes,8,No,Yes,DSL,9,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,58.75,1696.2,0,50,232,1978.2
Male,20,Yes,1,5,29,None,Yes,24.64,No,No,,,,,,,,,,,Month-to-Month,Yes,Mailed Check,20.65,654.85,0,0,714.56,1369.41
Female,79,No,0,0,22,None,Yes,5.09,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,1692.6,0,0,111.98,1804.58
Male,34,No,0,0,1,Offer E,Yes,23.7,No,Yes,Fiber Optic,25,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74,74,0,0,23.7,97.7
Male,26,Yes,2,5,29,Offer C,Yes,36.7,Yes,Yes,DSL,69,Yes,No,No,Yes,Yes,No,No,No,One Year,No,Bank Withdrawal,69.05,1958.45,0,40,1064.3,3062.75
Female,49,Yes,1,10,68,None,Yes,43.51,Yes,Yes,DSL,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,88,6161.9,0,40,2958.68,9160.58
Male,66,Yes,0,1,34,None,Yes,2.07,Yes,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.55,2425.4,0,0,70.38,2495.78
Male,32,No,0,0,1,None,Yes,39.3,No,Yes,DSL,26,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.25,51.25,0,0,39.3,90.55
Female,78,No,0,0,37,Offer C,Yes,26.95,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.25,2841.55,0,0,997.15,3838.7
Male,72,Yes,0,1,7,None,Yes,8.92,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,527.9,32.46,0,62.44,557.88
Male,36,No,0,0,51,None,Yes,47.43,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.45,1042.65,0,0,2418.93,3461.58
Male,58,No,0,0,52,None,Yes,5.92,No,Yes,Fiber Optic,23,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,83.8,4331.4,0,70,307.84,4709.24
Male,40,No,0,0,1,Offer E,Yes,27.46,No,Yes,DSL,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.8,44.8,0,0,27.46,72.26
Male,29,No,0,0,21,Offer D,No,,,Yes,DSL,26,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,43.55,1011.5,0,0,0,1011.5
Female,26,Yes,3,4,70,None,Yes,5.51,Yes,Yes,Fiber Optic,85,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.2,7689.8,0,150,385.7,8225.5
Female,67,Yes,0,6,69,None,Yes,34.55,No,Yes,Fiber Optic,19,Yes,Yes,No,No,No,Yes,No,Yes,One Year,No,Credit Card,87.3,6055.55,0,0,2383.95,8439.5
Female,25,Yes,0,1,42,None,Yes,6.84,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,4186.3,0,0,287.28,4473.58
Female,44,No,0,0,33,None,Yes,16.57,Yes,Yes,Fiber Optic,30,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100,3320.6,0,0,546.81,3867.41
Male,44,No,0,0,1,Offer E,Yes,15.76,No,Yes,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.9,44.9,0,0,15.76,60.66
Male,50,Yes,1,2,59,None,Yes,41.19,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.85,1188.25,0,0,2430.21,3618.46
Male,50,No,0,0,2,Offer E,Yes,40.25,Yes,No,,,,,,,,,,,Month-to-Month,No,Credit Card,24.85,62,0,0,80.5,142.5
Female,24,No,0,0,4,Offer E,Yes,19.84,No,Yes,Fiber Optic,73,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,82.85,319.6,0,0,79.36,398.96
Female,39,Yes,0,1,31,None,Yes,38.67,Yes,Yes,Cable,13,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,91.15,2995.45,0,0,1198.77,4194.22
Female,63,Yes,0,6,61,Offer B,Yes,18.03,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.3,6518.35,0,0,1099.83,7618.18
Male,32,No,0,0,42,None,Yes,48.41,No,No,,,,,,,,,,,One Year,Yes,Credit Card,19.55,839.4,12.16,0,2033.22,2860.46
Female,46,No,0,0,13,None,No,,,Yes,Cable,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,31.05,347.25,0,0,0,347.25
Male,69,No,0,0,1,Offer E,Yes,28.67,No,Yes,DSL,4,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,44,44,0,0,28.67,72.67
Male,25,No,0,0,5,None,No,,,Yes,Cable,59,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,40,223.45,0,0,0,223.45
Female,21,Yes,3,10,71,Offer A,Yes,48.76,No,Yes,Cable,71,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,77.55,5574.35,0,0,3461.96,9036.31
Male,26,No,0,0,27,None,Yes,34.98,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.05,1793.25,22.72,0,944.46,2714.99
Male,60,Yes,2,8,57,None,Yes,29.64,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.75,1123.15,0,0,1689.48,2812.63
Male,51,No,0,0,37,None,No,,,Yes,DSL,25,No,No,No,No,Yes,No,No,No,Two Year,No,Credit Card,35.8,1316.9,0,100,0,1416.9
Male,45,No,0,0,41,Offer B,Yes,1.08,No,Yes,Fiber Optic,6,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.25,3089.1,0,0,44.28,3133.38
Female,26,Yes,0,7,26,None,Yes,11.23,No,Yes,Cable,48,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,81.9,2078.55,44.86,0,291.98,2325.67
Female,20,Yes,2,0,10,Offer D,Yes,6.5,Yes,Yes,Fiber Optic,76,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.95,858.6,0,0,65,923.6
Male,21,Yes,1,6,31,None,Yes,30.67,Yes,Yes,DSL,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,59.7,1825.5,0,0,950.77,2776.27
Male,34,Yes,0,9,10,Offer D,Yes,21.85,No,Yes,DSL,9,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.95,568.85,0,0,218.5,787.35
Male,27,Yes,0,6,14,None,Yes,4.05,No,Yes,DSL,59,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.2,668.85,0,0,56.7,725.55
Male,34,No,2,0,9,Offer E,Yes,45.83,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.4,184.1,0,0,412.47,596.57
Female,65,Yes,0,5,72,Offer A,Yes,8.68,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,24.3,1778.7,0,0,624.96,2403.66
Female,55,No,0,0,42,None,Yes,39.32,No,Yes,Cable,20,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,67.7,2882.25,0,0,1651.44,4533.69
Female,35,Yes,0,3,2,Offer E,Yes,5.42,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.35,41.85,0,0,10.84,52.69
Male,69,No,0,0,25,None,Yes,18.46,Yes,Yes,Fiber Optic,3,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,2196.15,0,0,461.5,2657.65
Female,29,No,0,0,5,None,Yes,48.49,Yes,Yes,Fiber Optic,85,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84,424.75,0,0,242.45,667.2
Male,62,No,0,0,1,Offer E,Yes,23.96,No,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,78.95,0,0,23.96,102.91
Male,30,No,0,0,5,None,No,,,Yes,Cable,59,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,43.25,219,0,0,0,219
Female,27,Yes,2,9,46,None,No,,,Yes,DSL,52,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35.05,1620.25,0,0,0,1620.25
Female,44,No,0,0,57,None,No,,,Yes,DSL,24,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,41.1,2258.25,0,0,0,2258.25
Male,79,No,0,0,21,None,Yes,23.23,No,No,,,,,,,,,,,One Year,No,Bank Withdrawal,20.5,429.55,0,0,487.83,917.38
Male,64,No,0,0,4,Offer E,Yes,3.69,Yes,No,,,,,,,,,,,Month-to-Month,No,Credit Card,25.25,101.9,0,0,14.76,116.66
Female,29,Yes,0,7,65,Offer B,Yes,48.66,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.35,1319.95,0,0,3162.9,4482.85
Male,49,Yes,3,2,19,Offer D,Yes,32.47,No,No,,,,,,,,,,,One Year,No,Credit Card,19.9,357.7,0,0,616.93,974.63
Male,56,No,0,0,1,None,Yes,13.51,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,20.05,0,0,13.51,33.56
Male,80,Yes,0,1,51,Offer B,Yes,22.14,Yes,Yes,Fiber Optic,30,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,4750.95,0,0,1129.14,5880.09
Male,38,Yes,0,1,72,None,Yes,13.72,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,24.8,1874.3,16.26,0,987.84,2845.88
Female,38,Yes,2,1,70,Offer A,Yes,48.44,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.8,1378.75,0,0,3390.8,4769.55
Female,56,Yes,0,7,28,None,Yes,33.09,No,Yes,Fiber Optic,19,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.9,2433.5,0,0,926.52,3360.02
Male,70,Yes,0,7,71,None,Yes,36.6,Yes,Yes,Fiber Optic,10,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,92,6585.2,0,0,2598.6,9183.8
Male,28,Yes,0,1,5,None,Yes,5.2,No,No,,,,,,,,,,,One Year,No,Credit Card,20.1,85.1,0,0,26,111.1
Female,61,No,0,0,4,None,Yes,27.57,No,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79,303.15,0,0,110.28,413.43
Male,73,Yes,0,5,69,None,Yes,49.91,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.35,6382,0,0,3443.79,9825.79
Female,33,Yes,3,5,57,Offer B,Yes,42.14,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.5,1167.6,19.89,0,2401.98,3549.69
Female,53,No,0,0,68,None,No,,,Yes,Cable,13,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,44.95,3085.35,0,0,0,3085.35
Male,55,No,0,0,1,None,Yes,38.21,No,Yes,Cable,13,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.8,49.8,0,0,38.21,88.01
Female,80,Yes,1,7,71,None,Yes,48.59,Yes,Yes,DSL,15,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.2,4982.5,0,0,3449.89,8432.39
Male,41,No,0,0,44,None,Yes,42.92,No,Yes,Fiber Optic,23,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.55,4398.15,0,0,1888.48,6286.63
Female,37,Yes,0,10,27,None,Yes,20.96,No,No,,,,,,,,,,,One Year,Yes,Credit Card,20.55,583.3,0,0,565.92,1149.22
Male,21,Yes,0,6,71,Offer A,Yes,28.02,No,Yes,DSL,27,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.1,5564.85,0,0,1989.42,7554.27
Female,44,Yes,0,2,63,Offer B,Yes,1.43,Yes,Yes,Fiber Optic,16,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.65,6311.2,0,0,90.09,6401.29
Female,20,No,0,0,17,None,Yes,40.55,No,Yes,Cable,41,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,64.7,1093.1,0,0,689.35,1782.45
Male,40,Yes,0,8,72,None,Yes,4.15,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.4,1797.1,0,0,298.8,2095.9
Female,40,No,0,0,9,None,Yes,41.92,No,Yes,Cable,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.2,403.35,0,0,377.28,780.63
Male,76,Yes,0,7,1,None,Yes,17.84,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,74.3,74.3,0,0,17.84,92.14
Female,77,Yes,0,1,1,Offer E,Yes,13.02,Yes,Yes,Fiber Optic,30,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,90.6,0,0,13.02,103.62
